Name,Email,Category,Description,Instagram,Facebook,Twitter,Website,URL
Kung Fu,kung.fu@imperial.ac.uk,Sports,"Each class is between 1.5-3 hours and is led by an expert instructor in your chosen style. They will teach you a range of techniques from kicks & punches to complex jumping kicks and forms, giving you practical self-defence skills and getting you fighting fit. All of our classes are suited for a range of skill levels from absolute beginner to seasoned fighter, and no experience or equipment is needed to start. CSP Chair / President Communications / Publications Officer",https://www.instagram.com/ickungfu,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/kung-fu
Lacrosse,lacrosse@imperial.ac.uk,Sports,"Lacrosse is the ideal mix of competitive spirit and fun, whether you’re a seasoned athlete or picking up a stick for the first time! We pride ourselves on having one of THE BEST Fresher’s Programmes here, and our success on the field speaks for itself. But Lacrosse is more than just playing; it's about being part of a community. Our weekly Wednesday Sports Nights, stylish Black Tie events, Laxmas Dinner and unforgettable Tours make it easy to balance academia with an active social life.  In fact",https://www.instagram.com/iclaxofficial,https://www.facebook.com/iclaxofficial/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/lacrosse
Law,lawsoc@imperial.ac.uk,Academic Related,"Your degree at Imperial not only provides you with many of the transferable skills required for a legal career but also has direct relevance to several practice areas, such as Life Sciences or Intellectual Property. The application process is competitive, but you are not alone. Our Society will help our members through each stage of the journey towards a legal career. We have numerous offline/on-campus events ranging from practice interviews, mock case studies, networking events, and corporate p",https://www.instagram.com/icl_law_society,https://www.facebook.com/iclawsoc,https://twitter.com/icunion,https://linktr.ee/iclawsoc,https://www.imperialcollegeunion.org/activities/a-to-z/law
Lebanese,lebanese@imperial.ac.uk,Cultural,"Diverse events will be organised during the year and everyone is invited to attend, discover and have fun! Find us on instagram! CSP Chair / President",https://www.instagram.com/iclebsoc,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/lebanese
Lifestyle Medicine and Prevention,imapsoc@imperial.ac.uk,ICSM,"Research  shows  that  health behaviours surrounding nutrition, sleep, exercise, and managing stress levels have a direct  impact  on  delaying  chronic  disease  onset.  Addressing  these  will  help  us  to reduce our reliance on secondary and tertiary healthcare interventions. In LMAP Society we are promoting healthy living among medical students and patients alike  for  a  healthier  NHS. This  year  we’ll  be  hearing  from  leading  clinicians  in  the emerging  field  and  have  the  oppo",https://www.instagram.com/icsm.lmapsoc,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/lifestyle-medicine-and-prevention
Light Opera (ICSM),light.opera@imperial.ac.uk,ICSM,"During first term, we produce our Main Show, a musical extravaganza, over seven weeks and performed over four nights in December. Previous productions include ‘Curtains’, ‘Pippin’, 'Dirty Rotten Scoundrels', and most recently, 'Legally Blonde'. During third term, we produce our 24-hour Opera - a musical planned in secret and revealed to the cast the day before the performance, so the whole show is prepped in 24 hours! Recent productions include 'Mamma Mia', ‘The Rocky Horror Picture Show’, and ‘",https://www.instagram.com/icsmlightopera,https://www.facebook.com/ICSMLightOpera,https://www.twitter.com/ICSMLightOpera,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/light-opera-icsm
Lithuanian Society,LithuanianSoc@imperial.ac.uk,Cultural,CSP Chair / President Events / Trips Officer,https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/lithuanian-society
Live Music,jazz.rock@imperial.ac.uk,Arts & Entertainment,CSP Chair / President Communications / Publications Officer Communications / Publications Officer Communications / Publications Officer Events / Trips Officer Events / Trips Officer Events / Trips Officer Events / Trips Officer,https://www.instagram.com/ic_livemusic,https://www.facebook.com/groups/ICLMS/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/live-music
Mahjong,mah.jong@imperial.ac.uk,Hobbies,"Mahjong is one of the oldest Chinese tiles game in which four players play in a game of wits, skill, and luck. We mainly play the Canton/Hong Kong style of Mahjong during our socials, and are looking forward to learning about new styles from our members! to join us for weekly sessions every Friday to play against other club members and discuss game strategies (or anything under the sun). We also host Mahjong tournaments, internal and external, for you to put your skills to the test! Our members ",https://www.instagram.com/instagram.com/ic_mahjong,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/mahjong
Malayali Society,MalayaliSoc@imperial.ac.uk,Cultural,"We are all about promoting and showcasing the culture of the state of Kerala in India. With a large expat population in the UK, we strive to bring together students in our university who share our common values, whilst also strongly encouraging anyone who is interested or shares the love for our culture to be a part of our society as well! We run a multitude of events throughout the year, such as our meet and greet, games nights, movie nights and collaborative socials with other societies! So wh",https://www.instagram.com/icmallusoc,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/malayali-society
Malaysian,malaysian@imperial.ac.uk,Cultural,CSP Chair / President CSP Vice Chair / President Communications / Publications Officer Events / Trips Officer Events / Trips Officer Events / Trips Officer,https://www.instagram.com/icu.ms,https://www.facebook.com/icumalaysiansociety,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/malaysian
Maldives Society,union@imperial.ac.uk,Cultural,"The Maldives Society aims to promote and celebrate Maldivian culture within the Imperial community. We organise socials, cultural events, and outreach activities, while creating opportunities to connect with Maldivian alumni. Whether you’re Maldivian or simply curious to learn more, our society offers a welcoming space to share traditions, build friendships, and strengthen the Maldivian community at Imperial and beyond. It's Marhaba for everyone! CSP Chair / President",https://www.instagram.com/imperial.maldives,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/maldives-society
Management,managementsoc@imperial.ac.uk,Academic Related,CSP Chair / President CSP Vice Chair / President Events / Trips Officer,https://www.instagram.com/icmanagementsoc,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/management
Materials,materialssoc@imperial.ac.uk,Departmental,"We also organise educational services, like our lunchtime lecture series, where we invite various speakers to talk about their companies, career opportunities and/or research. This year, we are aiming to have an industry trip too. Anyone with an interest can join matsoc, our committee is extremely dedicated to our members’ happiness! Find out more about our events, from our new website, Instagram and our Whatsapp announcement group! Website: https://www.matsoc.org/ Whatsapp: https://chat.whatsap",https://www.instagram.com/icunion/,https://www.facebook.com/groups/2156774014449980/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/materials
Mathematics,mathssoc@imperial.ac.uk,Departmental,"Fuelled by curiosity, we bring Maths and JMC students together through events that are as fun as they are inspiring, from football matches and boat parties to hands-on quantitative finance workshops. Proofs, pizza, pals: whether you’re here to socialise, learn, or try something new, there’s something for everyone. Backed by a variety of sponsors across finance, tech, and data science, we host regular workshops, talks, and networking sessions that connect students with cutting-edge ideas and care",https://www.instagram.com/icmathsoc,https://www.facebook.com/ICmathsoc,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/mathematics
Mauritian,MauritianSoc@imperial.ac.uk,Cultural,We are the IC Mauritian society. Always wondered what Mauritians do? Come and join us for the Mauritian experience and fun! We welcome anyone to join our society! Our committee is a welcoming family who can't wait to meet you. Come and meet new people and we hope to see you in our big family soon! CSP Chair / President CSP Vice Chair / President Communications / Publications Officer Events / Trips Officer,https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://www.twitter.com/ICMauritianSoc,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/mauritian
Mechanical Engineering,guilds.mechsoc@imperial.ac.uk,Departmental,CSP Chair / President Communications / Publications Officer Events / Trips Officer Fundraiser / External Relations Officer,https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/mechanical-engineering
Medical Education,medical.education@imperial.ac.uk,ICSM,CSP Chair / President CSP Chair / President Communications / Publications Officer,https://www.instagram.com/ic_meded,https://www.facebook.com/meded.facebook.com/meded.imperial,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/medical-education
Medical Humanities,union@imperial.ac.uk,ICSM,CSP Chair / President CSP Chair / President Communications / Publications Officer,https://www.instagram.com/icunion/,https://www.facebook.com/MedHums/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/medical-humanities
MedTech,medtech@imperial.ac.uk,Academic Related,"MedTech is the society for you! As a society we aim to provide a collaborative platform for MedTech innovation and Imperial between all students, both medical and non-medical. We strive to promote student participation in MedTech through our speaker and workshops series. Watch out for our annual  we host each year - an unbeatable opportunity to hear from successful and passionate speakers, and connect with like-minded individuals. We also regularly collaborate with other top  UK universities, an",https://www.instagram.com/imperialmedtech,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/medtech
Metal,rocksoc@imperial.ac.uk,Arts & Entertainment,CSP Chair / President CSP Vice Chair / President,https://www.instagram.com/icmetalsoc,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/metal
Mindfulness,mindfulnesssoc@imperial.ac.uk,Community,"Everyone is welcome, whether you've never heard of mindfulness before or whether you're a seasoned practitioner. It's a totally relaxed, non-judgemental environment - come and join us any time. CSP Chair / President CSP Vice Chair / President",https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/mindfulness
Motor (RSM),clem@imperial.ac.uk,Outdoor,CSP Chair / President,https://www.instagram.com/clem_morris,https://www.facebook.com/clementine.morris/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/motor-rsm
Motorsports,motor@imperial.ac.uk,Sports,"We compete in the British Universities Karting Championship (BUKC), a national competition which tests us against over 100 other universities in the country. Last year we won the championship! The championship culminates in a 24-hour race during the summer solstice weekend – just like Le Mans. Beginners are equally welcome as we host plenty of karting trips for just our club, renting out rental tracks for our club members to race against each other in a friendly low pressure environment! We also",https://www.instagram.com/icumotorsports,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/motorsports
Mountaineering,mountain@imperial.ac.uk,Outdoor,"The club is active in all aspects of climbing including bouldering, sport, traditional, winter and beyond. We also represent Imperial in competitions such as BUCS. With a huge pool of experience amongst our members it provides the ideal atmosphere for new climbers to learn and for experienced climbers to progress. Climbing gives a unique and adventurous perspective on life and provides both physical and mental challenges that are uniquely satisfying. The club meets every Wednesday to go climbing",https://www.instagram.com/ic_mountaineering,https://www.facebook.com/groups/ICMountaineering/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/mountaineering
Muay Thai,kickboxing@imperial.ac.uk,Sports,"Whether you want to become a fighter, increase your self-confidence, get fit or improve your physique, Thai Kickboxing is the sport for you. Muay Thai can be practiced by anyone, big or small, male or female. All you need is determination, an open mind and we'll supply the rest. There are three weekly 2h training sessions. Each one is lead by a different qualified trainer, providing a rounded learning experience. Each class is only £3 for members! (£5 for non-members). And if you're not sure if ",https://www.instagram.com/icunion/,https://www.facebook.com/groups/296287220385998/,https://www.twitter.com/ICLMuayThai,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/muay-thai
Music (ICSM),medics.music@imperial.ac.uk,ICSM,"ICSM Music Society encompasses a wide range of ensembles that socialise and rehearse weekly, offering something for musicians of all abilities and personality types! We consist of 5 ensembles: ICSM Orchestra, Choir, Chamber Choir, Jazz Band, and Bands. Each ensemble showcases top notch performances at various locations throughout the year, including local churches, pubs, clubs, and ICSM events. Our current members describe Music Society as ""the best thing ever, even better than sliced bread"". Mu",https://www.instagram.com/instagram.com/icsmmusicsoc,https://www.facebook.com/facebook.com/ICSMMusicSociety,https://www.twitter.com/twitter.com/icsmmusicsoc,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/music-icsm
Musical Theatre,musicaltheatre@imperial.ac.uk,Arts & Entertainment,"Do you love to sing? Got a passion for acting? Can't help but dance when you hear that beat? Musical Theatre Society (MTSoc) has been putting on spectacular shows for over 60 years, and we would love you to join our long tradition! Whether you want to join the cast and be in the spotlight, jump into the pit as part of our incredible band, or bring your ideas to life as a director, choreographer or musical director, you are sure to have a great time with MTSoc! Previous shows include ""Legally Blo",https://www.instagram.com/icmusicaltheatre,https://www.facebook.com/mtsoc,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/musical-theatre
Muslim Medics,muslimmedics@imperial.ac.uk,ICSM,"Assalaamualaykum, and welcome to Muslim Medics!! Since 1998, we have been the go-to society for academic support, wellbeing, and socials for medical students across the year groups. To sum up our work, we are for students, by students- we know first hand the struggles of being a medical student and work to maximise your experience at Imperial and meet your needs. We like to go beyond students at Imperial too- our PotMed stream gives you an opportunity to help those once in your position applying",https://www.instagram.com/muslim.medics,https://www.facebook.com/muslimmedics/,https://www.twitter.com/muslim_medics,https://www.tiktok.com/@muslimmedics,https://www.imperialcollegeunion.org/activities/a-to-z/muslim-medics
Nepali Society,Nepali@imperial.ac.uk,Cultural,CSP Chair / President,https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/nepali-society
Netball,netball@imperial.ac.uk,Sports,"As well as weekly matches against other universities, we participate in Imperial Varsity, charity netball tournaments and mixed netball with IC Rugby. Wednesday night at Imperial is Sports Night, so you’ll be welcome to join us as we carry our team spirit off the court and over to the weekly social. There’s no better way to make some good friends and forget about your assignments. This year, we have an international tour and many joint sports socials in the works – great ways to meet new people ",https://www.instagram.com/icnetball,https://www.facebook.com/ImperialCollegeNetballClub,https://www.twitter.com/ICUNC,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/netball
Netball (ICSM),medics.netball@imperial.ac.uk,Sports,"Whether you’re looking to try a new sport or to develop existing skills, we offer something for everyone! Our 1s-4s compete weekly in BUCS and LUSL leagues, and our Social team compete in a more casual league. On top of that, we train every Sunday afternoon in Fulham under the watchful eye of our wonderful coaches. All 5 teams compete in a nail-biting annual Varsity match too! You can undoubtedly find us having as much a great time off-court as we do on-court. We have sports night every week, te",https://www.instagram.com/icsm_netball,https://www.facebook.com/icsm.netball,https://www.twitter.com/ICSMNetball,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/netball-icsm
Netball (RSM),icu-rsm-netball-president@imperial.ac.uk,Sports,Training is very relaxed and student led. We have weekly matches across London as part of the London University Sports League (LUSL). All our training and matches are in preparation for the event of the year – BOTTLE MATCH! Bottle is the world's second oldest varsity (according to Wikipedia) culminating in a weekend of fierce sporting rivalry against the Camborne School of Mines. Each year we battle it out on the court against CSM and support our fellow RSM sports clubs in their matches. It is t,https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/netball-rsm
Neuro,neuro@imperial.ac.uk,ICSM,"We run a wide variety of events throughout the year. These events include our Speaker Series, Journal Club, Brain Dissections, Volunteer Scheme and much more! We also organise the UK’s largest student-led neuroscience conference, Meeting of the Minds, which was a sell-out event in 2023! This conference promises a series of fascinating talks and interactive workshops conducted by world-class experts. Previous speakers have included neurosurgeon Mr Henry Marsh and computational neuroscientist Prof",https://www.instagram.com/icneurosoc,https://www.facebook.com/ICNeuroSoc/,https://www.twitter.com/ICNeuroSoc,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/neuro
Neurodiversity,neurodivergentsoc@imperial.ac.uk,Community,"We aim to make neurodivergent people and issues more visible and provide support for those experiencing difficulties. We strive to raise awareness of the societal stigma against neurodivergent people, and advocate for policy changes at Imperial. We also aim to support individuals who suspect they may be neurodivergent, throughout their diagnosis journeys. We have a variety of events planned so far including regular discussion groups, guest speaker events, and PowerPoint nights. We also plan to c",https://www.instagram.com/icneurodiversitysoc,https://www.facebook.com/people/IC-Neurodiversity-Society/61554649820455/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/neurodiversity
Neurotechnology,Neurotechnologysoc@imperial.ac.uk,Academic Related,CSP Chair / President Communications / Publications Officer Events / Trips Officer Fundraiser / External Relations Officer,https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/neurotechnology
Nordic,scansoc@imperial.ac.uk,Cultural,"Our society goes beyond stereotypes, organizing dinners, lectures, and cultural experiences that showcase the vibrant tapestry of Nordic traditions, arts, and history. These events celebrate the unique contributions of the Nordic region to the world. Some examples of what we did last year was Kubb tournaments in Hyde Park, Nordic board game nights, Swedish Christmas concert, of course a pub crawl incorporating some Nordic inspired bars, and an ABBA party with other Nordic societies! Additionally",https://www.instagram.com/icl_scansoc,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/nordic
Northern Society,northernsociety@imperial.ac.uk,Cultural,"We aim to create a community for all that’s as friendly and welcoming as the North itself, while widening appreciation of Northern Culture amongst the student body through our themed events. As a member you will be able to participate in our events at a discount or absolutely free. Here’s what we hope to bring you this year: Fortnightly mingles wi brews and biccies – a chance to meet and chat to Imperial’s Northerners. A classic, but Northern. Northern bands, Northern bangers. Get on your dancin",https://www.instagram.com/icnorthernsoc,https://www.facebook.com/imperialnorthernsociety,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/northern-society
Nutritank,nutritankclub@imperial.ac.uk,ICSM,CSP Chair / President CSP Chair / President,https://www.instagram.com/imperialnutritank,https://www.facebook.com/ImperialNutritank,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/nutritank
Obstetrics & Gynaecology,obscar@imperial.ac.uk,ICSM,"Imperial College Obstetrics and Gynaecology society was originally founded in 2013 and acts as a bridging body to help you through everything O&G related during your time here at Imperial. At the heart of what we do is a strong sense of community that we aim to foster via frequent events throughout the year, ranging from academic to more social. We organise tutorials for Years 1, 2 and 5 as well as mock PACES for our fifth-year students. Reproductive & Developmental Sciences BSc students are off",https://www.instagram.com/icogs_,https://www.facebook.com/icsmsu.icogs,https://www.twitter.com/icogs_,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/obstetrics-gynaecology
Oncology,OncologySociety@imperial.ac.uk,ICSM,"The society was founded in April 2013 due to the overwhelming interest in the field of Oncology in Imperial. From year 1, to finals in year 6, oncology is a core component in our medical school and beyond. We hold interesting talks with pioneers in the field of oncology so come along to our inaugural surgical oncology conference as well as our national oncology conference. Unsure about what specialty to choose within oncology? Fear not, we have you covered with our Clinical Specialties Day. Fund",https://www.instagram.com/icsmoncosoc,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/oncology
Ophthalmology,union@imperial.ac.uk,ICSM,CSP Chair / President CSP Vice Chair / President Communications / Publications Officer Fundraiser / External Relations Officer Fundraiser / External Relations Officer,https://www.instagram.com/icsmopthal,https://www.facebook.com/ICSMOphth,https://www.twitter.com/ICSMOphth,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/ophthalmology
Orchestra - Sinfonietta,sinfonietta@imperial.ac.uk,Arts & Entertainment,"Last year's concerts included performances of Kallinikov's Symphony No. 1, Dvorak's Symphony No. 8, and Sibelius' Violin Concerto. We rehearse every Monday at 18.30, followed by a trip to hbar or union - the perfect way to start your week. We have a highly deserved reputation as being a very sociable orchestra, with socials organised throughout the year, and our weekend away in first term is a great ice-breaker for new players! Our fun-loving nature does not detract from our playing, however, an",https://www.instagram.com/sinfogram,https://www.facebook.com/ICUSinfonietta,https://www.twitter.com/ICSinfonietta,https://www.tiktok.com/@icsinfo,https://www.imperialcollegeunion.org/activities/a-to-z/orchestra-sinfonietta
Orchestra - Symphony,icso@imperial.ac.uk,Arts & Entertainment,CSP Chair / President CSP Vice Chair / President Communications / Publications Officer Events / Trips Officer Fundraiser / External Relations Officer,https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/orchestra-symphony
Origami,origami@imperial.ac.uk,Hobbies,CSP Chair / President,https://www.instagram.com/imperialorigamisoc,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/origami
Orthopaedics Society,orthosoc@imperial.ac.uk,ICSM,"We aim to serve as a catalyst for diversity in orthopaedics, cultivating interest among medical and non-medical students alike. Join us for an exiting line-up of events, ranging from career panels, our highly rated teaching series and our Inaugaral Orthopaedic Conference! We bring together orthopaedic specialists, biomedical engineers, and researchers to interact with students, breaking barriers and fostering connections. Our society aims to kickstart careers in orthopaedics by providing unique ",https://www.instagram.com/icsmortho,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/orthopaedics-society
Outdoor,outdoor@imperial.ac.uk,Uncategorized,CSP Chair / President Communications / Publications Officer,https://www.instagram.com/outdooricu,https://www.facebook.com/groups/icuoutdoor/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/outdoor
Overseas Christian Fellowship,overseas.christian@imperial.ac.uk,Community,"At OCF we aim to be a Christ-centered, loving community of international students reaching out to international students, supporting, equipping and challenging each other to grow in spiritual maturity, and to serve God and impact lives where He places us. Our typical Friday evening session meets on campus and consists of worship in song, Bible study and fellowship. We value friendships, food and fun - so do come along and join us whatever your background, nationality or faith may be! Be part of ",https://www.instagram.com/ocflondon,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/overseas-christian-fellowship
Padel,ICPadelClub@imperial.ac.uk,Sports,"Welcome to Imperial College Padel Club, a vibrant and dynamic community dedicated to the exhilarating sport of padel! Our club is a haven for padel enthusiasts of all levels, where beginners and advanced players alike come together to celebrate the greatness of this fantastic game. At ICPC, our mission is clear: to promote padel and provide an inclusive environment where everyone can enjoy the sport to its fullest. We believe that padel is more than just a game—it's an opportunity to connect, co",https://www.instagram.com/icpadelclub,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/padel
Paediatrics,union@imperial.ac.uk,ICSM,CSP Chair / President CSP Chair / President Communications / Publications Officer Fundraiser / External Relations Officer,https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/paediatrics
Pakistan,pakistan@imperial.ac.uk,Cultural,"Our mission is to be a hub of cultural exchange and celebration. Throughout the year, we strive to bring you a diverse range of events that showcase the best of Pakistan. From our mouthwatering Nashta mornings featuring classic Pakistani cuisine and steaming cups of chai, to adrenaline-pumping inter-society sports battles – we've got it all covered! But that's not all. Our calendar is brimming with socials that'll keep the energy and excitement alive. However, the crown jewel of our events is un",https://www.instagram.com/icunion/,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/pakistan
Parkour and Gymnastics,parkour@imperial.ac.uk,Sports,"We believe parkour and freerunning are not just for the daring; they're fun and easy to learn. All skill levels are welcome, and we provide a supportive environment to improve your abilities. Training sessions take place in various London locations and at the Union Gym and are led by qualified coaches. In collaboration with the UCL Gymnastics Society, we offer joint gymnastics training and social events, fostering a vibrant community of like-minded individuals. Here you can connect with passiona",https://www.instagram.com/ic_gymnasts,https://www.facebook.com/imperialcollegeunion,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/parkour-and-gymnastics
PASS,hkpass@imperial.ac.uk,Community,"Public Awareness events are held throughout the year for members to explore the world's hot topics and for them to develop their way of thinking. Via discussion forums, debating, public speaking competitions and creating social media campaigns, they can hone their public speaking and presentation skills. Our Social Service activities aim to give our members the opportunity to contribute to society, thus encouraging altruistic behaviour. Past activities include fundraising, helping out at soup ki",https://www.instagram.com/icpass,https://www.facebook.com/ImperialCollegePASS/,https://twitter.com/icunion,https://www.youtube.com/channel/UCDbftdMxA8C-UqhaB8FsW5w,https://www.imperialcollegeunion.org/activities/a-to-z/pass
