Priority,Relevance Score,Name,Email,Category,Target Audience,Suggested Approach,Reasoning,URL
MEDIUM,5,Cycling,cycle@imperial.ac.uk,Sports,Fitness community; Sports Enthusiasts,Emphasize beginner friendly events.,Cycling has some appeal.,https://www.imperialcollegeunion.org/activities/a-to-z/cycling
MEDIUM,5,Dance (ICSM),icsmsu.dance@imperial.ac.uk,ICSM,Medical students,Internal focused promotion.,ICSM dance niche,https://www.imperialcollegeunion.org/activities/a-to-z/dance-icsm
MEDIUM,5,DJ & Production,music.tech@imperial.ac.uk,Arts & Entertainment,Music students,Make it interactive,Might attract some.,https://www.imperialcollegeunion.org/activities/a-to-z/dj-production
MEDIUM,5,Drama (ICSM),imdrama@imperial.ac.uk,ICSM,Drama Enthusiasts,Showcase the play.,Niche.,https://www.imperialcollegeunion.org/activities/a-to-z/drama-icsm
MEDIUM,5,Economics,economics@imperial.ac.uk,Academic Related,Business students; Academic students,Offer to promote any public lectures or career-related events organized by the society to a wider student audience.,"Economics society, while academic, could host events that benefit from wider reach, like speaker events or networking sessions.",https://www.imperialcollegeunion.org/activities/a-to-z/economics
MEDIUM,5,Feminist,feminist@imperial.ac.uk,Community,Social students; Political students,Offer to advertise their events that promote gender equality.,Feminist societies can sometimes host events that appeal to people outside of their own university.,https://www.imperialcollegeunion.org/activities/a-to-z/feminist
MEDIUM,5,Fencing,fencing@imperial.ac.uk,Sports,Sporty students; Social students,Suggest promoting their open training sessions and competitions to other London universities.,"Fencing could appeal to other people who want to try a new sport, or even people looking to spectate a sports event.",https://www.imperialcollegeunion.org/activities/a-to-z/fencing
MEDIUM,5,Football - Womens,ladiesfootball@imperial.ac.uk,Sports,Sporty students,Inquire about any spectator-friendly matches or social events that could be promoted.,"Sports clubs generally focus on training and competition for members, limiting cross-university appeal, though ICSM events may attract interest.",https://www.imperialcollegeunion.org/activities/a-to-z/football-womens
MEDIUM,5,Football - Womens (ICSM),medics.wfootball@imperial.ac.uk,Sports,Sporty students,Inquire about any spectator-friendly matches or social events that could be promoted.,"Sports clubs generally focus on training and competition for members, limiting cross-university appeal, though ICSM events may attract interest.",https://www.imperialcollegeunion.org/activities/a-to-z/football-womens-icsm
MEDIUM,5,Gliding,gliding@imperial.ac.uk,Outdoor,Hobbyists,Inquire whether they would like to promote events to gain members.,"Gliding is niche, but potentially appealing to anyone with an interest in flying or outdoor activities.",https://www.imperialcollegeunion.org/activities/a-to-z/gliding
MEDIUM,5,Golf,golf.club@imperial.ac.uk,Sports,Sporty students; Social students,Suggest promoting their open training sessions and competitions to other London universities.,Golf could appeal to people who want to try a new sport or who are sporty and want to continue,https://www.imperialcollegeunion.org/activities/a-to-z/golf
MEDIUM,5,Hockey,ic.hockey@imperial.ac.uk,Sports,Social students; Sports enthusiasts,Inquire about potential spectator events or social gatherings open to students from other universities to increase attendance.,"Hockey's socials and tours could attract students interested in sports and social activities, though primarily within Imperial.",https://www.imperialcollegeunion.org/activities/a-to-z/hockey
MEDIUM,5,Hockey (RSM),rsmhockey@imperial.ac.uk,Sports,Social students; Sports enthusiasts,Suggest promoting friendly matches or social events open to students from other universities for increased visibility.,"RSM Hockey, with its focus on fun and inclusivity, might attract students from other departments and universities for casual hockey.",https://www.imperialcollegeunion.org/activities/a-to-z/hockey-rsm
MEDIUM,5,Hockey Mens (ICSM),medics.hockey@imperial.ac.uk,Sports,Social students; Sports enthusiasts,Ask if it is possible to promote matches for increased participation.,ICSM Hockey Mens has inclusive and friendly matches that are open to non-medics so might be open to other Universities,https://www.imperialcollegeunion.org/activities/a-to-z/hockey-mens-icsm
MEDIUM,5,Hockey Womens (ICSM),medics.whockey@imperial.ac.uk,Sports,Social students; Sports enthusiasts,Ask if it is possible to promote matches for increased participation.,"ICSM Hockey Womens, with its inclusive and friendly matches that are open to non-medics so might be open to other Universities",https://www.imperialcollegeunion.org/activities/a-to-z/hockey-womens-icsm
MEDIUM,5,Ice Hockey,ice-hockey@imperial.ac.uk,Sports,Sports enthusiasts,Suggest promoting 'Learn to Skate' sessions or friendly matches to attract students from other universities.,"Ice Hockey's training sessions and competitions might attract students interested in ice sports, though it's primarily sport-focused.",https://www.imperialcollegeunion.org/activities/a-to-z/ice-hockey
MEDIUM,5,Indian National Student Association,union@imperial.ac.uk,Academic Related,Cultural enthusiasts; International students; Indian students,Explore collaborations with other international student organizations to promote their events and cultural initiatives.,"Indian National Student Association's focus on well-being and cultural heritage might appeal to a specific audience, but could expand to other international students.",https://www.imperialcollegeunion.org/activities/a-to-z/indian-national-student-association
MEDIUM,5,Jain,jainsociety@imperial.ac.uk,Community,Religious students; Cultural enthusiasts,Promote their events on Jainism and philosophy to students at other universities interested in spirituality and Eastern religions.,Jain Society's cultural and spiritual events might appeal to students interested in Eastern religions and philosophy.,https://www.imperialcollegeunion.org/activities/a-to-z/jain
MEDIUM,5,KnitSock,knit.sock@imperial.ac.uk,Hobbies,Social students; Hobbies enthusiasts,Promote their events for increased participation,KnitSock can appeal to social students in other universities,https://www.imperialcollegeunion.org/activities/a-to-z/knitsock
MEDIUM,5,Materials,materialssoc@imperial.ac.uk,Departmental,Engineering students; Academic students,Suggest promoting lectures that are of general interest to engineering students across London.,Their lunchtime lecture series could be valuable but mainly target materials students.,https://www.imperialcollegeunion.org/activities/a-to-z/materials
MEDIUM,5,Mindfulness,mindfulnesssoc@imperial.ac.uk,Community,Social students; Students interested in wellness,Promote their mindfulness sessions as a way for students to de-stress and improve mental wellbeing.,Mindfulness sessions could attract students from other universities looking for stress relief.,https://www.imperialcollegeunion.org/activities/a-to-z/mindfulness
MEDIUM,5,Mountaineering,mountain@imperial.ac.uk,Outdoor,Outdoor enthusiasts; Sports enthusiasts,Promote their climbing events to reach outdoor and adventure-seeking students.,Mountaineering activities are likely to appeal to a specific group of outdoor enthusiasts.,https://www.imperialcollegeunion.org/activities/a-to-z/mountaineering
MEDIUM,5,Muay Thai,kickboxing@imperial.ac.uk,Sports,Social students; Sports enthusiasts,Offer to promote their classes in hopes of expanding and attracting new members from different universities.,Muay Thai can attract a broad audience but mainly sports enthusiasts.,https://www.imperialcollegeunion.org/activities/a-to-z/muay-thai
MEDIUM,5,Neurodiversity,neurodivergentsoc@imperial.ac.uk,Community,Social students; Students interested in wellness,Suggest promoting awareness of neurodiversity and their events to a wider student audience.,Neurodiversity offers support but is likely an internal support group.,https://www.imperialcollegeunion.org/activities/a-to-z/neurodiversity
MEDIUM,5,Overseas Christian Fellowship,overseas.christian@imperial.ac.uk,Community,Social students; International students; Community,Suggest promoting their welcoming community to international students across different universities.,Overseas Christian Fellowship has social events but specific to students.,https://www.imperialcollegeunion.org/activities/a-to-z/overseas-christian-fellowship
MEDIUM,5,Padel,ICPadelClub@imperial.ac.uk,Sports,Sports enthusiasts; Social students,Offer to promote their Padel events.,Padel might attract new players.,https://www.imperialcollegeunion.org/activities/a-to-z/padel
MEDIUM,5,Parkour and Gymnastics,parkour@imperial.ac.uk,Sports,Sports enthusiasts; Social students,Offer to promote the parkour sessions to a wider audience.,Parkour can get a group of sport enthusiasts together.,https://www.imperialcollegeunion.org/activities/a-to-z/parkour-and-gymnastics
MEDIUM,5,Poker,poker@imperial.ac.uk,Hobbies,Social students; Hobbyists,Ask if they host open poker nights or tournaments that could attract players from other universities.,Poker society might have social events that could be marketed to a wider audience.,https://www.imperialcollegeunion.org/activities/a-to-z/poker
MEDIUM,5,Pole & Aerial,poledance@imperial.ac.uk,Sports,Fitness enthusiasts; Sports students; Social students,Suggest promoting their first-timer sessions to students interested in trying a unique fitness activity from other unis.,"Pole and Aerial has beginner classes, but the appeal is more niche.",https://www.imperialcollegeunion.org/activities/a-to-z/pole-aerial
MEDIUM,5,Radiology Society,radiologysociety@imperial.ac.uk,Academic Related,Medical students; Healthcare students,Promote their career talks to students studying medicine or related fields at other London universities.,Radiology Society has career talks and interactive sessions that may interest others in the field.,https://www.imperialcollegeunion.org/activities/a-to-z/radiology-society
MEDIUM,5,RCS Motor Club,rcsmc@imperial.ac.uk,Outdoor,Engineering students; Automotive enthusiasts,Inquire if they ever organize open garage days or road trips that could attract motor enthusiasts from other universities.,RCS Motor Club sounds fun but may be largely internal.,https://www.imperialcollegeunion.org/activities/a-to-z/rcs-motor-club
MEDIUM,5,Riding & Polo,riding@imperial.ac.uk,Sports,Social students; Sports students; Equestrian enthusiasts,Promote their events like the Christmas Pony Games to a wider audience.,Riding & Polo events have some spectator appeal.,https://www.imperialcollegeunion.org/activities/a-to-z/riding-polo
MEDIUM,5,Sailing,sailing@imperial.ac.uk,Sports,Sports students; Outdoor enthusiasts,Suggest promoting their sailing competitions to other universities with sailing clubs.,Sailing has inter-university competitions but may be a niche interest.,https://www.imperialcollegeunion.org/activities/a-to-z/sailing
MEDIUM,5,SCUBA (Underwater) Club,scuba@imperial.ac.uk,Outdoor,Outdoor enthusiasts; Sports students,Advertise courses and qualification offers to beginner divers at other London universities.,SCUBA Club may welcome other diving clubs in London to participate in activities.,https://www.imperialcollegeunion.org/activities/a-to-z/scuba-underwater-club
MEDIUM,5,Squash (ICSM),medics.squash@imperial.ac.uk,Sports,Medical students; Sports enthusiasts,Highlight any beginner sessions or open tournaments to attract students from other universities.,"Squash (ICSM) is likely focused on medical students, reducing its cross-university appeal, though open events could increase interest.",https://www.imperialcollegeunion.org/activities/a-to-z/squash-icsm
MEDIUM,5,Students for Global Health,icmedsin@imperial.ac.uk,ICSM,Medical students; Public health enthusiasts; Policy students,Advertise any public campaigns or workshops related to global health issues to engage students outside of ICSM.,"Students for Global Health's activities, like policy work, can be of interest to a wider audience, but it's still primarily ICSM focused.",https://www.imperialcollegeunion.org/activities/a-to-z/students-for-global-health
MEDIUM,5,TeddyBear Hospital,icsmsutbh@imperial.ac.uk,ICSM,Medical students; Volunteers; Education students,Promote volunteer opportunities and highlight the impact of their work on local children.,"TeddyBear Hospital engages with the wider community, though primarily serves as an outreach for ICSM.",https://www.imperialcollegeunion.org/activities/a-to-z/teddybear-hospital
MEDIUM,5,Tennis (ICSM),medics.tennis@imperial.ac.uk,Sports,Medical students; Sports enthusiasts; Tennis players,Highlight any social or beginner sessions open to non-ICSM students to broaden the appeal.,Tennis (ICSM) club is more tightly knit to medical school and might not bring engagement from other colleges.,https://www.imperialcollegeunion.org/activities/a-to-z/tennis-icsm
MEDIUM,5,Tennis (RSM),rsmtennis24@imperial.ac.uk,Sports,Social students; Sports enthusiasts; Tennis players,Emphasize beginner-friendly sessions and encourage participation from other colleges.,Tennis (RSM) promotes tennis in a friendly manner and this would be enhanced by cross-uni players.,https://www.imperialcollegeunion.org/activities/a-to-z/tennis-rsm
MEDIUM,5,UNICEF,unicef@imperial.ac.uk,Community,Community; Humanitarian supporters; International students,Promote their events and humanitarian activities to reach a wider scope of students.,UNICEF society raises issues and offers support that might interest other universities.,https://www.imperialcollegeunion.org/activities/a-to-z/unicef
MEDIUM,5,USA Society,USASociety@imperial.ac.uk,Cultural,Cultural students; Social students; International students,Create social activities for other international students and the wider student community.,USA society showcases events to American international students as well as others.,https://www.imperialcollegeunion.org/activities/a-to-z/usa-society
MEDIUM,5,Vision,vision@imperial.ac.uk,ICSM,Medical students; Event attendees,Advertise conferences and other events to help gain career support.,Vision opens career opportunities to medical students.,https://www.imperialcollegeunion.org/activities/a-to-z/vision
MEDIUM,5,Weights & Fitness (ICSM),marys.gym@imperial.ac.uk,Sports,Fitness enthusiasts; ICSM students; Health-conscious students,Offer LSN as a platform to promote any open fitness events or challenges they organize.,"Primarily focused on internal gym access, but may host fitness challenges or events open to others. Appeals less beyond ICSM.",https://www.imperialcollegeunion.org/activities/a-to-z/weights-fitness-icsm
MEDIUM,5,Writers' Society,ICU.Writers@imperial.ac.uk,Arts & Entertainment,Arts students; Creative students; Writing enthusiasts,Inquire about their event schedule and suggest using LSN to promote workshops or readings to aspiring writers across London.,"The description is limited, making it difficult to assess. It might be medium priority if they host public readings or workshops, otherwise low.",https://www.imperialcollegeunion.org/activities/a-to-z/writers-society
LOW,4,Acute Care Specialities,icaic@imperial.ac.uk,ICSM,Medical students; ICSM students,"Potentially offer LSN for major career events, but less focus on general outreach.",Acute Care Specialities primarily caters to medical students and career-focused interests within ICSM.,https://www.imperialcollegeunion.org/activities/a-to-z/acute-care-specialities
LOW,4,Ahlul Bayt,ahlul_bayt@imperial.ac.uk,Community,Community members,Request information about their events to assess potential for cross-university engagement.,Ahlul Bayt society's description is too limited to determine event scope or target audience.,https://www.imperialcollegeunion.org/activities/a-to-z/ahlul-bayt
LOW,4,Asian Medical Students Association,asianmedstudents@imperial.ac.uk,ICSM,Medical students; ICSM students,Offer LSN to support major career events but with lower priority.,Asian Medical Students Association is primarily for ICSM students.,https://www.imperialcollegeunion.org/activities/a-to-z/asian-medical-students-association
LOW,4,Badminton (ICSM),icsmbadminton@imperial.ac.uk,Sports,Sports enthusiasts; ICSM students,Focus outreach on major ICSM-wide events.,Badminton (ICSM) is primarily for ICSM students.,https://www.imperialcollegeunion.org/activities/a-to-z/badminton-icsm
LOW,4,Basketball,basketball@imperial.ac.uk,Sports,Sports enthusiasts; Social students,Potentially useful in the case they start hosting external events or tournaments.,Basketball is a closed group with small member counts,https://www.imperialcollegeunion.org/activities/a-to-z/basketball
LOW,4,Boat (ICSM),icsmbc@imperial.ac.uk,Sports,Sports enthusiasts; Fitness enthusiasts,Focus outreach on broader ICSM-wide events.,Boat (ICSM) club focus is on training and has less visibility.,https://www.imperialcollegeunion.org/activities/a-to-z/boat-icsm
LOW,4,Chemical Engineering,chemengsoc@imperial.ac.uk,Departmental,Engineering students,Focus on promoting their events within Imperial's engineering community.,"Chemical Engineering society is primarily for students within that department, with limited appeal outside.",https://www.imperialcollegeunion.org/activities/a-to-z/chemical-engineering
LOW,4,Chemistry,chemsoc@imperial.ac.uk,Departmental,Science students,Focus on promoting their events within Imperial's chemistry community.,"Chemistry society is primarily for students within that department, with limited appeal outside.",https://www.imperialcollegeunion.org/activities/a-to-z/chemistry
LOW,4,Civil Engineering,civsoc@imperial.ac.uk,Departmental,Engineering students,Focus on promoting their events within Imperial's civil engineering community.,"Civil Engineering society is primarily for students within that department, though tours could appeal to others.",https://www.imperialcollegeunion.org/activities/a-to-z/civil-engineering
LOW,4,Design Engineering,dessoc@imperial.ac.uk,Departmental,Engineering students,Highlight the design.,DE specific focus.,https://www.imperialcollegeunion.org/activities/a-to-z/design-engineering
LOW,4,Football - Mens,men.football@imperial.ac.uk,Sports,Sporty students,Inquire about any spectator-friendly matches or social events that could be promoted.,"Sports clubs generally focus on training and competition for members, limiting cross-university appeal.",https://www.imperialcollegeunion.org/activities/a-to-z/football-mens
LOW,4,Football - Mens (ICSM),medics.football@imperial.ac.uk,Sports,Sporty students,Inquire about any spectator-friendly matches or social events that could be promoted.,"Sports clubs generally focus on training and competition for members, limiting cross-university appeal.",https://www.imperialcollegeunion.org/activities/a-to-z/football-mens-icsm
LOW,4,Football - Mens (RSM),rsmfootball@imperial.ac.uk,Sports,Sporty students,Inquire about any spectator-friendly matches or social events that could be promoted.,"Sports clubs generally focus on training and competition for members, limiting cross-university appeal.",https://www.imperialcollegeunion.org/activities/a-to-z/football-mens-rsm
LOW,4,Futsal,union@imperial.ac.uk,Sports,Sporty students,Inquire about any spectator-friendly matches or social events that could be promoted.,"Sports clubs generally focus on training and competition for members, limiting cross-university appeal.",https://www.imperialcollegeunion.org/activities/a-to-z/futsal
LOW,4,Geology,geology.society@imperial.ac.uk,Departmental,Academic students,Acknowledge their departmental focus but inquire about any events open to all students.,Geology is an academic society which may limit appeal outside of their degree.,https://www.imperialcollegeunion.org/activities/a-to-z/geology
LOW,4,Geophysics,geophysoc@imperial.ac.uk,Departmental,Academic students,Acknowledge their departmental focus but inquire about any events open to all students.,Geophysics is an academic society which may limit appeal outside of their degree.,https://www.imperialcollegeunion.org/activities/a-to-z/geophysics
LOW,4,Handball,handball@imperial.ac.uk,Sports,Sporty students,Inquire about any spectator-friendly matches or social events that could be promoted.,"Sports clubs generally focus on training and competition for members, limiting cross-university appeal.",https://www.imperialcollegeunion.org/activities/a-to-z/handball
LOW,4,Hungarian,union@imperial.ac.uk,Cultural,Cultural enthusiasts; Hungarian students,Explore potential collaborations on cultural events that might appeal to a wider audience interested in European cultures.,"Hungarian Society's events could attract students interested in Hungarian culture, but the appeal might be limited.",https://www.imperialcollegeunion.org/activities/a-to-z/hungarian
LOW,4,Imperial College Telugu Society,TeluguSoc@imperial.ac.uk,Cultural,Cultural enthusiasts; Telugu students,Inquire about potential collaborations with other cultural societies to create events with broader cultural appeal.,Imperial College Telugu Society is focused on a specific culture and might have limited appeal outside that community.,https://www.imperialcollegeunion.org/activities/a-to-z/imperial-college-telugu-society
LOW,4,Indonesian,indonesian@imperial.ac.uk,Cultural,Cultural enthusiasts; Indonesian students,Inquire about potential collaborations with other cultural societies to create events with broader appeal.,Indonesian Society's events might be focused on a specific culture and have limited appeal outside that community.,https://www.imperialcollegeunion.org/activities/a-to-z/indonesian
LOW,4,International Tamil,tamil@imperial.ac.uk,Cultural,Cultural enthusiasts; Tamil students,Inquire about potential collaborations with other cultural societies to create events with broader appeal.,International Tamil Society's events might be focused on a specific culture and have limited appeal outside that community.,https://www.imperialcollegeunion.org/activities/a-to-z/international-tamil
LOW,4,Japanese,japanese@imperial.ac.uk,Cultural,Cultural enthusiasts; Japanese students,Inquire about potential collaborations with other cultural societies to create events with broader appeal.,Japanese Society's events might be focused on a specific culture and have limited appeal outside that community.,https://www.imperialcollegeunion.org/activities/a-to-z/japanese
LOW,4,Jiu Jitsu (Aiuchi),medics.jitsu@imperial.ac.uk,Sports,Sports students,Promote their training for increased membership,"Jiu Jitsu (Aiuchi) is a sport, and therefore more restricted",https://www.imperialcollegeunion.org/activities/a-to-z/jiu-jitsu-aiuchi
LOW,4,Ju-Jitsu,jitsu@imperial.ac.uk,Sports,Sports students,Promote their training for increased membership,"Ju-Jitsu is a sport, and therefore more restricted",https://www.imperialcollegeunion.org/activities/a-to-z/ju-jitsu
LOW,4,Judo,judo@imperial.ac.uk,Sports,Sports students,Promote their training for increased membership,"Judo is a sport, and therefore more restricted",https://www.imperialcollegeunion.org/activities/a-to-z/judo
LOW,4,Kabaddi,kabaddi@imperial.ac.uk,Sports,Sports students,Promote their training for increased membership,"Kabaddi is a sport, and therefore more restricted",https://www.imperialcollegeunion.org/activities/a-to-z/kabaddi
LOW,4,Karate,union@imperial.ac.uk,Sports,Sports students,Promote their training for increased membership,"Karate is a sport, and therefore more restricted",https://www.imperialcollegeunion.org/activities/a-to-z/karate
LOW,4,Kendo,kendo@imperial.ac.uk,Sports,Sports students,Promote their training for increased membership,"Kendo is a sport, and therefore more restricted",https://www.imperialcollegeunion.org/activities/a-to-z/kendo
LOW,4,Korean,korean@imperial.ac.uk,Cultural,Cultural enthusiasts; Korean students,Inquire about potential collaborations with other cultural societies to create events with broader appeal.,Korean Society's events might be focused on a specific culture and have limited appeal outside that community.,https://www.imperialcollegeunion.org/activities/a-to-z/korean
LOW,4,Krav Society,krav.maga@imperial.ac.uk,Sports,Sports students,Promote their training for increased membership,"Krav Society is a sport, and therefore more restricted",https://www.imperialcollegeunion.org/activities/a-to-z/krav-society
LOW,4,Krishna Consciousness,kcsoc@imperial.ac.uk,Community,Religious students,Promote their events for increased membership,Krishna Consciousness Society is not very social and is a Community,https://www.imperialcollegeunion.org/activities/a-to-z/krishna-consciousness
LOW,4,Kung Fu,kung.fu@imperial.ac.uk,Sports,Sports students,Promote their training for increased membership,"Kung Fu is a sport, and therefore more restricted",https://www.imperialcollegeunion.org/activities/a-to-z/kung-fu
LOW,4,Lacrosse,lacrosse@imperial.ac.uk,Sports,Sports students,Promote their training for increased membership,"Lacrosse is a sport, and therefore more restricted",https://www.imperialcollegeunion.org/activities/a-to-z/lacrosse
LOW,4,Lebanese,lebanese@imperial.ac.uk,Cultural,Cultural enthusiasts; Lebanese students,Inquire about potential collaborations with other cultural societies to create events with broader appeal.,Lebanese Society's events might be focused on a specific culture and have limited appeal outside that community.,https://www.imperialcollegeunion.org/activities/a-to-z/lebanese
LOW,4,Management,managementsoc@imperial.ac.uk,Academic Related,Business students,Check if they have any public events they would like assistance with before investing significant effort.,"Management societies are typically focused internally, and with only 3 members this indicates low activity.",https://www.imperialcollegeunion.org/activities/a-to-z/management
LOW,4,Netball,netball@imperial.ac.uk,Sports,Sports enthusiasts,Offer help in finding opponents outside Imperial College.,Netball is generally played within Imperial.,https://www.imperialcollegeunion.org/activities/a-to-z/netball
LOW,4,Netball (ICSM),medics.netball@imperial.ac.uk,Sports,Medical students; Sports enthusiasts,Suggest LSN could help promote their annual Varsity match to attract a larger crowd.,"Netball (ICSM) seems active, but mainly within ICSM.",https://www.imperialcollegeunion.org/activities/a-to-z/netball-icsm
LOW,4,Netball (RSM),icu-rsm-netball-president@imperial.ac.uk,Sports,RSM students; Sports enthusiasts,Suggest LSN could help promote their annual varsity match to attract a larger crowd.,Netball (RSM) is mostly RSM internal with matches in the LUSL.,https://www.imperialcollegeunion.org/activities/a-to-z/netball-rsm
LOW,4,Origami,origami@imperial.ac.uk,Hobbies,Hobbyists,Check if they need additional support with sign ups.,Origami is a niche hobby.,https://www.imperialcollegeunion.org/activities/a-to-z/origami
LOW,4,Pilates,union@imperial.ac.uk,Hobbies,Fitness enthusiasts; Wellbeing students,Inquire if they occasionally host open introductory sessions that might appeal to beginners from other universities.,"Pilates is more for internal wellbeing, with a lower likelihood of drawing a cross-university audience to events.",https://www.imperialcollegeunion.org/activities/a-to-z/pilates
LOW,4,Plastic Surgery,plassurg@imperial.ac.uk,ICSM,Medical students; Surgeons,Ask if they collaborate with other university medical societies for events that could be jointly promoted.,Plastic Surgery society is highly specific to medical students.,https://www.imperialcollegeunion.org/activities/a-to-z/plastic-surgery
LOW,4,Pre-Hospital Emergency Medicine,union@imperial.ac.uk,Academic Related,Medical students; Healthcare students,Check if they hold any first aid workshops that could appeal to a broader student audience across universities.,Pre-Hospital Emergency Medicine is specific to medical students and pre-med students.,https://www.imperialcollegeunion.org/activities/a-to-z/pre-hospital-emergency-medicine
LOW,4,Prosthetics,prostheticssoc@imperial.ac.uk,Academic Related,Engineering students; Medical students,Ask if they ever organize open workshops on prosthetics design that could attract engineering students from elsewhere.,Prosthetics society is very specialized in engineering.,https://www.imperialcollegeunion.org/activities/a-to-z/prosthetics
LOW,4,Psychiatry,icsm.psychsoc@imperial.ac.uk,ICSM,Medical students; Healthcare students,Inquire if their mentoring scheme or open mind project involve students from other universities or can be jointly promoted.,Psychiatry society seems geared towards medical students.,https://www.imperialcollegeunion.org/activities/a-to-z/psychiatry
LOW,4,Public Speaking,speakers@imperial.ac.uk,Other,Career-driven students; Social students,Check if they host public-speaking workshops or competitions that could attract participants from other universities.,Public Speaking has no clear events mentioned.,https://www.imperialcollegeunion.org/activities/a-to-z/public-speaking
LOW,4,RAG (ICSM),icsm.rag@imperial.ac.uk,ICSM,Medical students; Volunteers,Check if they have collaborations with other university medical societies' RAG events that could be jointly promoted.,ICSM RAG likely focuses on internal ICSM fundraising.,https://www.imperialcollegeunion.org/activities/a-to-z/rag-icsm
LOW,4,Remote Medicine Society,Remotemed@imperial.ac.uk,ICSM,Medical students; Healthcare students,Ask if they have any collaborative events with other medical societies focused on global or emergency health.,Remote Medicine is a very niche focus for medical students.,https://www.imperialcollegeunion.org/activities/a-to-z/remote-medicine-society
LOW,4,Respiratory Medicine,icsmrespmedsociety@imperial.ac.uk,ICSM,Medical students,See if they co-host any relevant career events with other medical societies that could be promoted jointly.,Respiratory medicine is too specific for general promotion.,https://www.imperialcollegeunion.org/activities/a-to-z/respiratory-medicine
LOW,4,Rifle & Pistol,icrpc@imperial.ac.uk,Sports,Sports students; Outdoor enthusiasts,Inquire about any open days or introductory sessions for students who want to try shooting sports.,"Rifle & Pistol is niche, range is internal.",https://www.imperialcollegeunion.org/activities/a-to-z/rifle-pistol
LOW,4,Right to Play,icu-right-to-play@imperial.ac.uk,Community,Social students; Volunteers,"Ask if they are participating in any fundraising campaigns across universities, which can be shared.",Right to Play has very limited information.,https://www.imperialcollegeunion.org/activities/a-to-z/right-to-play
LOW,4,Shorinji Kempo,shorinji@imperial.ac.uk,Sports,Sports students,"Promote fitness development, but do not offer inter-university events.","Shorinji Kempo is an internal martial art, that focuses on self-development.",https://www.imperialcollegeunion.org/activities/a-to-z/shorinji-kempo
LOW,4,Skydiving,skydive@imperial.ac.uk,Outdoor,Sports students; Outdoor enthusiasts,Check if they ever have an open day that welcomes other extreme sport lovers.,Skydiving has limited details.,https://www.imperialcollegeunion.org/activities/a-to-z/skydiving
LOW,4,Society of Research and Academia,sora@imperial.ac.uk,ICSM,Medical students; Research enthusiasts,"Check if they host public research talks, and if so, tailor the outreach around those events.","This society is mainly focused on internal academic development, limiting its cross-university appeal.",https://www.imperialcollegeunion.org/activities/a-to-z/society-of-research-and-academia
LOW,4,Space Society,sseti@imperial.ac.uk,Academic Related,Engineering students; Physics students,Ask if they host any public lectures or workshops suitable for students interested in space exploration.,"Space Society's appeal is more academic, and events may be highly technical.",https://www.imperialcollegeunion.org/activities/a-to-z/space-society
LOW,4,Sports & Exercise Medicine,semsoc@imperial.ac.uk,ICSM,Medical students; Sports medicine enthusiasts,Check if they offer any public workshops or talks relevant to a wider audience.,Sports & Exercise Medicine Society has a niche focus within medicine and is likely primarily for ICSM students.,https://www.imperialcollegeunion.org/activities/a-to-z/sports-exercise-medicine
LOW,4,Surgical,surgical.soc@imperial.ac.uk,ICSM,Medical students; Surgical enthusiasts,"If they host any general interest surgical workshops, promote those to a broader audience.",Surgical Society is highly specialized and primarily for medical students with an interest in surgery.,https://www.imperialcollegeunion.org/activities/a-to-z/surgical
LOW,4,Synthetic Biology,synbic@imperial.ac.uk,Academic Related,Biology students; Engineering students,"If they host public lectures on the applications of synthetic biology, promote those.",Synthetic Biology's focus is quite technical and may not have broad appeal outside of STEM fields.,https://www.imperialcollegeunion.org/activities/a-to-z/synthetic-biology
LOW,4,TedX,tedx@imperial.ac.uk,Academic Related,Academic students; Event attendees,Focus on advertising speakers from other universities and promote any talks with broader themes.,"TEDx events at Imperial primarily cater to Imperial students, unless specifically themed for broader appeal.",https://www.imperialcollegeunion.org/activities/a-to-z/tedx
LOW,4,Transplant and Vascular Society,tandvsociety@imperial.ac.uk,ICSM,Medical students; Science enthusiasts; Surgery enthusiasts,"If the society is running a public awareness event, showcase it widely.","Transplant and Vascular Society targets medicine enthusiasts, potentially limiting broad appeal.",https://www.imperialcollegeunion.org/activities/a-to-z/transplant-and-vascular-society
LOW,4,Yacht,yacht@imperial.ac.uk,Sports,Sports students; Social students; Sailing enthusiasts,Ask if they have any introductory sailing events or social gatherings that could be promoted to a broader audience.,The limited description makes it unclear if they host events beyond internal trips. Could be higher if they have public sailing events or introductory sessions.,https://www.imperialcollegeunion.org/activities/a-to-z/yacht
LOW,3,Ahmadiyya Muslim Students Association,amsa@imperial.ac.uk,Community,Community members,Request information about their events and target audience.,Ahmadiyya Muslim Students Association's description is too limited to determine event scope.,https://www.imperialcollegeunion.org/activities/a-to-z/ahmadiyya-muslim-students-association
LOW,3,Austrian,austriansoc@imperial.ac.uk,Cultural,Cultural students; Social students,Ask about planned cultural events or celebrations that would be of interest to a broader audience.,"Austrian Society promotes culture, but description lacks specific event details.",https://www.imperialcollegeunion.org/activities/a-to-z/austrian
LOW,3,Azerbaijan,Azerbaijansoc@imperial.ac.uk,Cultural,Cultural students; Social students,Ask about planned cultural events or celebrations that would be of interest to a broader audience.,"Azerbaijan Society promotes culture, but description lacks specific event details.",https://www.imperialcollegeunion.org/activities/a-to-z/azerbaijan
